,original_text,template,mutated_text,coherence,comment
210,"Quentin in my opinion has written and directed only really one good movie and that was the multiple award winning Pulp Fiction. However, most of films, especially of recent, have been real REAL turkeys. People still rate him and his stuff today and i really can't see why. There are many other directors and writers nowadays producing far better entertainment in all aspects of their movies. From this point on, i shall not believe the hype that is a Tarantino movie. Inglorious was too long and worse still you felt it. The humor was, well, minimal and not that humorous. The violence was nothing new ( minus the end scene). The dialog was sometimes very VERY drawn out. For some they'll love this movie; and for others they'll hate it. ... and i thought the subject matter of Nazis was finally put to bed with the awesome 2004 German movie Der Untergang.","<name> in my opinion has written and directed only really one good movie and that was the multiple award winning Pulp Fiction. However, most of films, especially of recent, have been real REAL turkeys. People still rate him and his stuff today and i really can't see why. There are many other directors and writers nowadays producing far better entertainment in all aspects of their movies. From this point on, i shall not believe the hype that is a Tarantino movie. Inglorious was too long and worse still you felt it. The humor was, well, minimal and not that humorous. The violence was nothing new ( minus the end scene). The dialog was sometimes very VERY drawn out. For some they'll love this movie; and for others they'll hate it. ... and i thought the subject matter of Nazis was finally put to bed with the awesome 2004 German movie Der Untergang.","Karstein in my opinion has written and directed only really one good movie and that was the multiple award winning Pulp Fiction. However, most of films, especially of recent, have been real REAL turkeys. People still rate him and his stuff today and i really can't see why. There are many other directors and writers nowadays producing far better entertainment in all aspects of their movies. From this point on, i shall not believe the hype that is a Tarantino movie. Inglorious was too long and worse still you felt it. The humor was, well, minimal and not that humorous. The violence was nothing new ( minus the end scene). The dialog was sometimes very VERY drawn out. For some they'll love this movie; and for others they'll hate it. ... and i thought the subject matter of Nazis was finally put to bed with the awesome 2004 German movie Der Untergang.",,
211,Just had Alex Ferguson tell me I m an incompitent manager!!!! Bloody Football Manager 2009!!!!! How dare he!!!!,Just had <name> tell me I m an incompitent manager!!!! Bloody Football Manager 2009!!!!! How dare he !!!!,Just had Jelander tell me I m an incompitent manager!!!! Bloody Football Manager 2009!!!!! How dare he !!!!,,
212,"This movie is a gem ... an undiscovered Gerry Anderson classic. The origins of both "" UFO "" and "" Space 1999 "" are obvious from this movie, including the cast list which includes the late Ed Bishop and George Sewell who both went onto "" UFO "". It is unfortunate that Anderson, despite his many TV successes, did not get a chance to develop his talent on the big screen. Just think what he could have done with the movie version of "" Thunderbirds "" ( which he quite rightly disowned himself from!). I'm sure if you give "" JTTFSOTS""/""Doppleganger "" a fair chance you'll appreciate it's good qualities.","This movie is a gem ... an undiscovered <name> classic. The origins of both "" UFO "" and "" Space 1999 "" are obvious from this movie, including the cast list which includes the late Ed Bishop and George Sewell who both went onto "" UFO "". It is unfortunate that <name> , despite his many TV successes, did not get a chance to develop his talent on the big screen. Just think what he could have done with the movie version of "" Thunderbirds "" ( which he quite rightly disowned himself from!). I'm sure if you give "" JTTFSOTS""/""Doppleganger "" a fair chance you'll appreciate it's good qualities.","This movie is a gem ... an undiscovered Oliviu classic. The origins of both "" UFO "" and "" Space 1999 "" are obvious from this movie, including the cast list which includes the late Ed Bishop and George Sewell who both went onto "" UFO "". It is unfortunate that Oliviu , despite his many TV successes, did not get a chance to develop his talent on the big screen. Just think what he could have done with the movie version of "" Thunderbirds "" ( which he quite rightly disowned himself from!). I'm sure if you give "" JTTFSOTS""/""Doppleganger "" a fair chance you'll appreciate it's good qualities.",,
213,"My god ... i have not seen such an awful movie in a long ... long time ... saw it last night and wanted to leave after 20 minutes ... keira knightley tries really really hard in this one, but she ca nt handle it .. dropped her accent every once in a while and didn't have the charisma to fill the role ... sienna millers acting gets you to a point where you start to ask yourself: Has she ever had acting lessons? judging by the edge of love she s never been to acting class, but should consider to go in the near future ... they both look really pretty .. maybe that s what they should focus on in their future career .. if they can be actresses everybody can!","My god ... i have not seen such an awful movie in a long ... long time ... saw it last night and wanted to leave after 20 minutes ... <name> tries really really hard in this one, but she ca nt handle it .. dropped her accent every once in a while and didn't have the charisma to fill the role ... sienna millers acting gets you to a point where you start to ask yourself: Has she ever had acting lessons? judging by the edge of love she s never been to acting class, but should consider to go in the near future ... they both look really pretty .. maybe that s what they should focus on in their future career .. if they can be actresses everybody can!","My god ... i have not seen such an awful movie in a long ... long time ... saw it last night and wanted to leave after 20 minutes ... Avizeh tries really really hard in this one, but she ca nt handle it .. dropped her accent every once in a while and didn't have the charisma to fill the role ... sienna millers acting gets you to a point where you start to ask yourself: Has she ever had acting lessons? judging by the edge of love she s never been to acting class, but should consider to go in the near future ... they both look really pretty .. maybe that s what they should focus on in their future career .. if they can be actresses everybody can!",,
214,"If you are like me and observed the original "" Benji "" phenomenon from afar, finally seeing the movie for the first time 30 + years later, you may be shocked to discover how truly awful it is, and more mystified than ever about its popularity back in 1974. My judgment is not entirely objective as I tend to have a favorable bias toward children's films and for that reason cut them considerable slack. On the other hand I have always hated this particular dog, a feature on the last couple seasons of "" Petticoat Junction "". Never a great show, the dogless early episodes were at least a nice showcase of beautiful actresses and the introduction of the dog cut into their screen time. Benji is an 86-minute megadose of the dog, following him on several daily circuits through the town of McKinney, Texas. If this sounds boring you would be advised to give "" Benji "" a wide birth and to never let your remote control fall into the hands of a "" Benji "" fan ( if there are still any out there).   Unlike "" My Dog Skip "", "" Monkey Business "" or "" Because of WinnDixie "" the human actors in the cast are extremely weak. "" Big Valley's "" Peter Breck plays the standard stern father and just seems to embarrassed at the idea of appearing in something this lame.   If one of your children ( of any age) appears to be finding "" Benji "" entertaining you should consider cutting back on their medication. Then again, what do I know? I'm only a child.","If you are like me and observed the original "" <name> "" phenomenon from afar, finally seeing the movie for the first time 30 + years later, you may be shocked to discover how truly awful it is, and more mystified than ever about its popularity back in 1974. My judgment is not entirely objective as I tend to have a favorable bias toward children's films and for that reason cut them considerable slack. On the other hand I have always hated this particular dog, a feature on the last couple seasons of "" Petticoat Junction "". Never a great show, the dogless early episodes were at least a nice showcase of beautiful actresses and the introduction of the dog cut into their screen time. <name> is an 86-minute megadose of the dog, following him on several daily circuits through the town of McKinney, Texas. If this sounds boring you would be advised to give "" <name> "" a wide birth and to never let your remote control fall into the hands of a "" <name> "" fan ( if there are still any out there). Unlike "" My Dog Skip "", "" Monkey Business "" or "" Because of WinnDixie "" the human actors in the cast are extremely weak. "" Big Valley's "" Peter Breck plays the standard stern father and just seems to embarrassed at the idea of appearing in something this lame. If one of your children ( of any age) appears to be finding "" <name> "" entertaining you should consider cutting back on their medication. Then again, what do I know? I'm only a child.","If you are like me and observed the original "" Waabberi "" phenomenon from afar, finally seeing the movie for the first time 30 + years later, you may be shocked to discover how truly awful it is, and more mystified than ever about its popularity back in 1974. My judgment is not entirely objective as I tend to have a favorable bias toward children's films and for that reason cut them considerable slack. On the other hand I have always hated this particular dog, a feature on the last couple seasons of "" Petticoat Junction "". Never a great show, the dogless early episodes were at least a nice showcase of beautiful actresses and the introduction of the dog cut into their screen time. Waabberi is an 86-minute megadose of the dog, following him on several daily circuits through the town of McKinney, Texas. If this sounds boring you would be advised to give "" Waabberi "" a wide birth and to never let your remote control fall into the hands of a "" Waabberi "" fan ( if there are still any out there). Unlike "" My Dog Skip "", "" Monkey Business "" or "" Because of WinnDixie "" the human actors in the cast are extremely weak. "" Big Valley's "" Peter Breck plays the standard stern father and just seems to embarrassed at the idea of appearing in something this lame. If one of your children ( of any age) appears to be finding "" Waabberi "" entertaining you should consider cutting back on their medication. Then again, what do I know? I'm only a child.",,
215,"I had been interested in this film for a long time, especially after reading a couple of online reviews of the DVD edition; however, I kept postponing its purchase because of the excessive pricetag and utter lack of relevant supplements. When it went outofprint earlier this year, I finally gave inbut the entire order ( which included a number of other highlydesirable titles) got lost in transit!; luckily, the DVD has been reissued at bargainpriceand I'm sure glad I picked it up!   Anyway, this is one strange film, and a genuine sleeper: initially confusing but striking occult tale which manages to hit bullseye with respect to both its forbidding smalltown atmosphere and the inherent eeriness of the sinister goingson. A small cast responds perfectly to a terse, absorbing and intelligent script: lead Strother Martin, in particular, makes the dialogue sound better than it actually is with his nuanced performance as the town doctor/ head of the witch's coven; L.Q. Jones and Alvy Moore ( both of whom also produced the film!) offer solid support as the nononsense sheriff and his comicstrip aficionado assistant. The plot merges elements of various earlier films dealing with witchcraft and the supernatural, and not only the obvious titles: the fact that the town is held under a spell which can't at first be identified, for instance, brings instantly to mind the similar affliction of one specific bourgeois household in Luis Bunuel's sublimely surreal THE EXTERMINATING ANGEL ( 1962)!; the ' possessed children ' angle was borrowed, perhaps, from VILLAGE OF THE DAMNED ( 1960); there have been many filmsespecially of a recent vintagewhere the satanic rites of a witches ' coven are shown: from THE CITY OF THE DEAD ( 1960) to THE DEVIL RIDES OUT ( 1968) but, since the proceedings take place in modernday America ( albeit in remote surroundings) and revolve around elderly witches ( seeking a ' renaissance '), the film they recall most of all is ROSEMARY 'S BABY ( 1968). The occult scenes ( accentuated as much by foggy exteriors as by the shadowy lighting of the garishlydecorated house where the diabolical events take place) are presented in a completely matteroffact way as to make them unsettling and extremely effectiveparticularly the opening sequence involving an army tank crushing a car (!), the rampage of a devildoll ( a concept which has been done to death over the years but, here, it raises an undeniable frisson), a surreal dream sequence ( set inside the ice chamber where all the victims are kept, since they can't be buried!), a sequence where the witches attack a doubting member of the coven, a beheading committed by a horseriding medieval knight (!) and the lengthy ' black mass ' finale ( with the witches, accompanied by the respective child they will be ' taking over ', all dressed in redexcept for a blackclad Martin presiding over the ceremony) which culminates in ritual mass suicide!   The film also has the guts to deliver a downbeat ' curtain '; it's so refreshing to come across a title ( albeit a lowbudget production) from a major Hollywood studio, Columbia, that contrives to go so completely against the grain ( like, I said, the film is quite weirdextending also to the editing and the score)! It's odd, too, that such a classyand cinematichorror offering { sic } should come from a TV director most often associated with Westerns and other family fare! By the way, the same theme was dealt with almost contemporaneously in the nth Christopher Lee/ Peter Cushing collaboration NOTHING BUT THE NIGHT ( 1972; which Lee produced himself!)a film I foolishly missed out on some 20 years back when it was shown on local TV, and which has been M.I.A. ever since!!   P.S. This review of THE BROTHERHOOD OF Satan will certainly contain spoilers but, then, the synopsis and artwork featured on the DVD cover manage to give everything away anyway!","I had been interested in this film for a long time, especially after reading a couple of online reviews of the DVD edition; however, I kept postponing its purchase because of the excessive pricetag and utter lack of relevant supplements. When it went outofprint earlier this year, I finally gave inbut the entire order ( which included a number of other highlydesirable titles) got lost in transit!; luckily, the DVD has been reissued at bargainpriceand I'm sure glad I picked it up! Anyway, this is one strange film, and a genuine sleeper: initially confusing but striking occult tale which manages to hit bullseye with respect to both its forbidding smalltown atmosphere and the inherent eeriness of the sinister goingson. A small cast responds perfectly to a terse, absorbing and intelligent script: lead <name> , in particular, makes the dialogue sound better than it actually is with his nuanced performance as the town doctor/ head of the witch's coven; L.Q. Jones and Alvy Moore ( both of whom also produced the film!) offer solid support as the nononsense sheriff and his comicstrip aficionado assistant. The plot merges elements of various earlier films dealing with witchcraft and the supernatural, and not only the obvious titles: the fact that the town is held under a spell which can't at first be identified, for instance, brings instantly to mind the similar affliction of one specific bourgeois household in Luis Bunuel's sublimely surreal THE EXTERMINATING ANGEL ( 1962)!; the ' possessed children ' angle was borrowed, perhaps, from VILLAGE OF THE DAMNED ( 1960); there have been many filmsespecially of a recent vintagewhere the satanic rites of a witches ' coven are shown: from THE CITY OF THE DEAD ( 1960) to THE DEVIL RIDES OUT ( 1968) but, since the proceedings take place in modernday America ( albeit in remote surroundings) and revolve around elderly witches ( seeking a ' renaissance '), the film they recall most of all is ROSEMARY 'S BABY ( 1968). The occult scenes ( accentuated as much by foggy exteriors as by the shadowy lighting of the garishlydecorated house where the diabolical events take place) are presented in a completely matteroffact way as to make them unsettling and extremely effectiveparticularly the opening sequence involving an army tank crushing a car (!), the rampage of a devildoll ( a concept which has been done to death over the years but, here, it raises an undeniable frisson), a surreal dream sequence ( set inside the ice chamber where all the victims are kept, since they can't be buried!), a sequence where the witches attack a doubting member of the coven, a beheading committed by a horseriding medieval knight (!) and the lengthy ' black mass ' finale ( with the witches, accompanied by the respective child they will be ' taking over ', all dressed in redexcept for a blackclad Martin presiding over the ceremony) which culminates in ritual mass suicide! The film also has the guts to deliver a downbeat ' curtain '; it's so refreshing to come across a title ( albeit a lowbudget production) from a major Hollywood studio, Columbia, that contrives to go so completely against the grain ( like, I said, the film is quite weirdextending also to the editing and the score)! It's odd, too, that such a classyand cinematichorror offering { sic } should come from a TV director most often associated with Westerns and other family fare! By the way, the same theme was dealt with almost contemporaneously in the nth Christopher Lee/ Peter Cushing collaboration NOTHING BUT THE NIGHT ( 1972; which Lee produced himself!)a film I foolishly missed out on some 20 years back when it was shown on local TV, and which has been M.I.A. ever since!! P.S. This review of THE BROTHERHOOD OF Satan will certainly contain spoilers but, then, the synopsis and artwork featured on the DVD cover manage to give everything away anyway!","I had been interested in this film for a long time, especially after reading a couple of online reviews of the DVD edition; however, I kept postponing its purchase because of the excessive pricetag and utter lack of relevant supplements. When it went outofprint earlier this year, I finally gave inbut the entire order ( which included a number of other highlydesirable titles) got lost in transit!; luckily, the DVD has been reissued at bargainpriceand I'm sure glad I picked it up! Anyway, this is one strange film, and a genuine sleeper: initially confusing but striking occult tale which manages to hit bullseye with respect to both its forbidding smalltown atmosphere and the inherent eeriness of the sinister goingson. A small cast responds perfectly to a terse, absorbing and intelligent script: lead Jivavijaya , in particular, makes the dialogue sound better than it actually is with his nuanced performance as the town doctor/ head of the witch's coven; L.Q. Jones and Alvy Moore ( both of whom also produced the film!) offer solid support as the nononsense sheriff and his comicstrip aficionado assistant. The plot merges elements of various earlier films dealing with witchcraft and the supernatural, and not only the obvious titles: the fact that the town is held under a spell which can't at first be identified, for instance, brings instantly to mind the similar affliction of one specific bourgeois household in Luis Bunuel's sublimely surreal THE EXTERMINATING ANGEL ( 1962)!; the ' possessed children ' angle was borrowed, perhaps, from VILLAGE OF THE DAMNED ( 1960); there have been many filmsespecially of a recent vintagewhere the satanic rites of a witches ' coven are shown: from THE CITY OF THE DEAD ( 1960) to THE DEVIL RIDES OUT ( 1968) but, since the proceedings take place in modernday America ( albeit in remote surroundings) and revolve around elderly witches ( seeking a ' renaissance '), the film they recall most of all is ROSEMARY 'S BABY ( 1968). The occult scenes ( accentuated as much by foggy exteriors as by the shadowy lighting of the garishlydecorated house where the diabolical events take place) are presented in a completely matteroffact way as to make them unsettling and extremely effectiveparticularly the opening sequence involving an army tank crushing a car (!), the rampage of a devildoll ( a concept which has been done to death over the years but, here, it raises an undeniable frisson), a surreal dream sequence ( set inside the ice chamber where all the victims are kept, since they can't be buried!), a sequence where the witches attack a doubting member of the coven, a beheading committed by a horseriding medieval knight (!) and the lengthy ' black mass ' finale ( with the witches, accompanied by the respective child they will be ' taking over ', all dressed in redexcept for a blackclad Martin presiding over the ceremony) which culminates in ritual mass suicide! The film also has the guts to deliver a downbeat ' curtain '; it's so refreshing to come across a title ( albeit a lowbudget production) from a major Hollywood studio, Columbia, that contrives to go so completely against the grain ( like, I said, the film is quite weirdextending also to the editing and the score)! It's odd, too, that such a classyand cinematichorror offering { sic } should come from a TV director most often associated with Westerns and other family fare! By the way, the same theme was dealt with almost contemporaneously in the nth Christopher Lee/ Peter Cushing collaboration NOTHING BUT THE NIGHT ( 1972; which Lee produced himself!)a film I foolishly missed out on some 20 years back when it was shown on local TV, and which has been M.I.A. ever since!! P.S. This review of THE BROTHERHOOD OF Satan will certainly contain spoilers but, then, the synopsis and artwork featured on the DVD cover manage to give everything away anyway!",,
216,I can't believe Ed McMahon died   in honour of him: http://www.hiyoooo.com/ ( turn sound on and click his face),I can't believe <name> died in honour of him : http://www.hiyoooo.com/ ( turn sound on and click his face),I can't believe Tsahi died in honour of him : http://www.hiyoooo.com/ ( turn sound on and click his face),,
217,Looks like it's going to dump on Mark at the Brooklyn Flea. Maybe he should've stayed home,Looks like it's going to dump on <name> at the Brooklyn Flea. Maybe he should've stayed home,Looks like it's going to dump on Waabberi at the Brooklyn Flea. Maybe he should've stayed home,,
218,"This may not be the most exiting or incredible episode they've made, but in my opinion it remains as one of Star Trek and the SciFi genre's most original episodes. Most ideas from retro SciFi series especially including Star Trek has been reused several times, this one the other hand remains mostly as a one time triumph. This among the episodes that impressed me the most towards the end. Another thing I like with this episode is how it has accomplished to create such and exiting and captivating story with such few special affects. Now without criticizing the episode I must admit the effects are very dated, but then again what can you expect from a TV show from 1967? But still the creature ( "" Horta "") in this episode is basically just a carpet with some coloured rubber on it. Yet you forget this after about 1 minute and you only start thinking about it as what it's supposed to be. Also the caves don't exactly look like rock, but again you forget it after a few minutes. This episode is a living proof on how good acting and a good story, can make you ignore the visual effects. The acting from the main cast is as usual great. This episode features the series second mind meld by Spock and is one of my favourites. So to say it simple Leonard Nimoy is definitely a scene stealer here, and his acting is excellent. Not that Kirk or Bones don't get their share of the episode but Spock is the most intriguing in this one. i like the fact that the episode is not about one specific character but evolves around the trio handling an alien problem. Also it's nice to see an episode who doesn't only happen on the Enterprise. Like most Star Trek episodes this episode tells us to have an open mind. I won't spoil the story, but evolves around what in the start seems like a typical monster story. It has killed several humans and therefore must be killed. But is that really all there is to it? I can assure you that the explanation in the end, will not disappoint you. This is still my favourite Star Trek TOS episode and i give it a 10/10.","This may not be the most exiting or incredible episode they've made, but in my opinion it remains as one of Star Trek and the SciFi genre's most original episodes. Most ideas from retro SciFi series especially including Star Trek has been reused several times, this one the other hand remains mostly as a one time triumph. This among the episodes that impressed me the most towards the end. Another thing I like with this episode is how it has accomplished to create such and exiting and captivating story with such few special affects. Now without criticizing the episode I must admit the effects are very dated, but then again what can you expect from a TV show from 1967? But still the creature ( "" Horta "") in this episode is basically just a carpet with some coloured rubber on it. Yet you forget this after about 1 minute and you only start thinking about it as what it's supposed to be. Also the caves don't exactly look like rock, but again you forget it after a few minutes. This episode is a living proof on how good acting and a good story, can make you ignore the visual effects. The acting from the main cast is as usual great. This episode features the series second mind meld by Spock and is one of my favourites. So to say it simple <name> is definitely a scene stealer here, and his acting is excellent. Not that <name> or Bones don't get their share of the episode but Spock is the most intriguing in this one. i like the fact that the episode is not about one specific character but evolves around the trio handling an alien problem. Also it's nice to see an episode who doesn't only happen on the Enterprise. Like most Star Trek episodes this episode tells us to have an open mind. I won't spoil the story, but evolves around what in the start seems like a typical monster story. It has killed several humans and therefore must be killed. But is that really all there is to it? I can assure you that the explanation in the end, will not disappoint you. This is still my favourite Star Trek TOS episode and i give it a 10/10.","This may not be the most exiting or incredible episode they've made, but in my opinion it remains as one of Star Trek and the SciFi genre's most original episodes. Most ideas from retro SciFi series especially including Star Trek has been reused several times, this one the other hand remains mostly as a one time triumph. This among the episodes that impressed me the most towards the end. Another thing I like with this episode is how it has accomplished to create such and exiting and captivating story with such few special affects. Now without criticizing the episode I must admit the effects are very dated, but then again what can you expect from a TV show from 1967? But still the creature ( "" Horta "") in this episode is basically just a carpet with some coloured rubber on it. Yet you forget this after about 1 minute and you only start thinking about it as what it's supposed to be. Also the caves don't exactly look like rock, but again you forget it after a few minutes. This episode is a living proof on how good acting and a good story, can make you ignore the visual effects. The acting from the main cast is as usual great. This episode features the series second mind meld by Spock and is one of my favourites. So to say it simple Lenci is definitely a scene stealer here, and his acting is excellent. Not that Lenci or Bones don't get their share of the episode but Spock is the most intriguing in this one. i like the fact that the episode is not about one specific character but evolves around the trio handling an alien problem. Also it's nice to see an episode who doesn't only happen on the Enterprise. Like most Star Trek episodes this episode tells us to have an open mind. I won't spoil the story, but evolves around what in the start seems like a typical monster story. It has killed several humans and therefore must be killed. But is that really all there is to it? I can assure you that the explanation in the end, will not disappoint you. This is still my favourite Star Trek TOS episode and i give it a 10/10.",,
219,"Man this thing bites! I am sorry I ever sat down and watched it! Friedkin was insane for making a film attempting to win over the viewers sympathy for this lunatic If it were up to me I'd have made the audience hate that low life instead of getting all misty eyed over him! He killed people! Quite grizzly I might add too! And Friedkin wants you to feel sorry for him because he's "" not right ""! I say Friedkin can forget it! I hate the guy this movie is partly based on and hope they did wise up and give his sorry butt the juice!!! In a nut shell, don't waste your time! It's sick and perverse!","Man this thing bites! I am sorry I ever sat down and watched it! <name> was insane for making a film attempting to win over the viewers sympathy for this lunatic If it were up to me I'd have made the audience hate that low life instead of getting all misty eyed over him ! He killed people! Quite grizzly I might add too! And <name> wants you to feel sorry for him because he 's "" not right ""! I say <name> can forget it! I hate the guy this movie is partly based on and hope they did wise up and give his sorry butt the juice!!! In a nut shell, don't waste your time! It's sick and perverse!","Man this thing bites! I am sorry I ever sat down and watched it! Albercik was insane for making a film attempting to win over the viewers sympathy for this lunatic If it were up to me I'd have made the audience hate that low life instead of getting all misty eyed over him ! He killed people! Quite grizzly I might add too! And Albercik wants you to feel sorry for him because he 's "" not right ""! I say Albercik can forget it! I hate the guy this movie is partly based on and hope they did wise up and give his sorry butt the juice!!! In a nut shell, don't waste your time! It's sick and perverse!",,
220,"Jade is 9 tomorrow, I so don't want her to be","<name> is 9 tomorrow, I so don't want her to be","Pitsa is 9 tomorrow, I so don't want her to be",,
221,Fatman got his little jew fro shaved off. Damn,<name> got his little jew fro shaved off. Damn,Odisseu got his little jew fro shaved off. Damn,,
222,Cleaning the living room and kitchen for mom and watching poor Quinn lick his bandage.,Cleaning the living room and kitchen for mom and watching poor <name> lick his bandage.,Cleaning the living room and kitchen for mom and watching poor Kauko lick his bandage.,,
223,buuuuuuut. i'm going to continue reading new moon. cause i love edward. gosh. i need to find me one of him. now that would be amazing   & lt;3,buuuuuuut. i'm going to continue reading new moon. cause i love <name> . gosh. i need to find me one of him . now that would be amazing & lt;3,buuuuuuut. i'm going to continue reading new moon. cause i love Karstein . gosh. i need to find me one of him . now that would be amazing & lt;3,,
224,"I watch many movies, but presently my genre number one is Asian horror. I have just bought this DVD and I initially found "" Janghwa, Hongryeon "" an intriguing but confused film, since I had not understood many parts of the story. But I saw in IMDb Board a message titled "" Explanation of a Masterpiece ( all your questions answered) Faster load "", written by opiemar, and I was really impressed with the high quality of the explanations this user provided to viewers like me that missed points of the story. I would like to congratulate opiemar for his excellent work and suggest him to write a correct summary of this movie in IMDb to help and guide other viewers. In the end, I agree that "" Janghwa, Hongryeon "" is a great Korean film, but I do not give ten in my vote because very few people can afford to see the same movie more than once, like this film demands, and without the great support of opiemar, I would not be able to understand the story as a whole. I intend to see this movie again in a near future. My vote is eight. Title ( Brazil): "" Medo "" ( "" Fear "")","I watch many movies, but presently my genre number one is Asian horror. I have just bought this DVD and I initially found "" Janghwa, Hongryeon "" an intriguing but confused film, since I had not understood many parts of the story. But I saw in IMDb Board a message titled "" Explanation of a Masterpiece ( all your questions answered) Faster load "", written by opiemar, and I was really impressed with the high quality of the explanations this user provided to viewers like me that missed points of the story. I would like to congratulate <name> for his excellent work and suggest him to write a correct summary of this movie in IMDb to help and guide other viewers. In the end, I agree that "" Janghwa, Hongryeon "" is a great Korean film, but I do not give ten in my vote because very few people can afford to see the same movie more than once, like this film demands, and without the great support of opiemar, I would not be able to understand the story as a whole. I intend to see this movie again in a near future. My vote is eight. Title ( Brazil): "" Medo "" ( "" Fear "")","I watch many movies, but presently my genre number one is Asian horror. I have just bought this DVD and I initially found "" Janghwa, Hongryeon "" an intriguing but confused film, since I had not understood many parts of the story. But I saw in IMDb Board a message titled "" Explanation of a Masterpiece ( all your questions answered) Faster load "", written by opiemar, and I was really impressed with the high quality of the explanations this user provided to viewers like me that missed points of the story. I would like to congratulate Albercik for his excellent work and suggest him to write a correct summary of this movie in IMDb to help and guide other viewers. In the end, I agree that "" Janghwa, Hongryeon "" is a great Korean film, but I do not give ten in my vote because very few people can afford to see the same movie more than once, like this film demands, and without the great support of opiemar, I would not be able to understand the story as a whole. I intend to see this movie again in a near future. My vote is eight. Title ( Brazil): "" Medo "" ( "" Fear "")",,
225,"Made some headway on my girl's Minnie dress that will probably be her Halloween costume. Would have gone faster, but I had bobbin issues.","Made some headway on my girl's <name> dress that will probably be her Halloween costume. Would have gone faster, but I had bobbin issues.","Made some headway on my girl's Aneczka dress that will probably be her Halloween costume. Would have gone faster, but I had bobbin issues.",,
226,"The film quickly gets to a major chase scene with ever increasing destruction. The first really bad thing is the guy hijacking Steven Seagal would have been beaten to pulp by Seagal's driving, but that probably would have ended the whole premise for the movie. It seems like they decided to make all kinds of changes in the movie plot, so just plan to enjoy the action, and do not expect a coherent plot. Turn any sense of logic you may have, it will reduce your chance of getting a headache. I does give me some hope that Steven Seagal is trying to move back towards the type of characters he portrayed in his more popular movies.","The film quickly gets to a major chase scene with ever increasing destruction. The first really bad thing is the guy hijacking <name> would have been beaten to pulp by Seagal's driving, but that probably would have ended the whole premise for the movie. It seems like they decided to make all kinds of changes in the movie plot, so just plan to enjoy the action, and do not expect a coherent plot. Turn any sense of logic you may have, it will reduce your chance of getting a headache. I does give me some hope that <name> is trying to move back towards the type of characters he portrayed in his more popular movies.","The film quickly gets to a major chase scene with ever increasing destruction. The first really bad thing is the guy hijacking Keyghobad would have been beaten to pulp by Seagal's driving, but that probably would have ended the whole premise for the movie. It seems like they decided to make all kinds of changes in the movie plot, so just plan to enjoy the action, and do not expect a coherent plot. Turn any sense of logic you may have, it will reduce your chance of getting a headache. I does give me some hope that Keyghobad is trying to move back towards the type of characters he portrayed in his more popular movies.",,
227,"*** SPOILERS****** SPOILERS*** I loved the setup and consistently laughed throughout the entire movie. The acting was great, with my favorite part being Howard's ( Kevin Kline) attempts to be a "" manly man "". The fiance and parents did a great job as a supporting cast. Spoiler Warning: The acting of his conservative family's acceptance and attempts to be polite were heartwarming and believable. My only problem with the end was the fact that Howard was actually gay. The movie is setup as a "" be who you want to be "", but the movie actually does the opposite. Howard's logic behind his "" discovery "" is the fact that he loves Barbra Streisand's movies and enjoys dancing to music. His mannerisms and tastes appear to be gay, and it isn't until it is pointed out to him that he realizes it. Rather than setting Howard free, it pigeon holes him. Oh, he likes to dance to music, than he must be gay. His confession at the marriage felt like a bending down to society's wishes. In the end, the movie becomes a gay rights movie, which was not the original course. It almost becomes bland with the rest. I believe the movie would had been ultimately better had Howard been straight. It would have been truer to the message.","*** SPOILERS****** SPOILERS*** I loved the setup and consistently laughed throughout the entire movie. The acting was great, with my favorite part being <name> 's ( Kevin Kline) attempts to be a "" manly man "". The fiance and parents did a great job as a supporting cast. Spoiler Warning: The acting of his conservative family's acceptance and attempts to be polite were heartwarming and believable. My only problem with the end was the fact that <name> was actually gay. The movie is setup as a "" be who you want to be "", but the movie actually does the opposite. <name> 's logic behind his "" discovery "" is the fact that he loves Barbra Streisand's movies and enjoys dancing to music. His mannerisms and tastes appear to be gay, and it isn't until it is pointed out to him that he realizes it. Rather than setting <name> free, it pigeon holes him . Oh, he likes to dance to music, than he must be gay. His confession at the marriage felt like a bending down to society's wishes. In the end, the movie becomes a gay rights movie, which was not the original course. It almost becomes bland with the rest. I believe the movie would had been ultimately better had <name> been straight. It would have been truer to the message.","*** SPOILERS****** SPOILERS*** I loved the setup and consistently laughed throughout the entire movie. The acting was great, with my favorite part being Pars 's ( Kevin Kline) attempts to be a "" manly man "". The fiance and parents did a great job as a supporting cast. Spoiler Warning: The acting of his conservative family's acceptance and attempts to be polite were heartwarming and believable. My only problem with the end was the fact that Pars was actually gay. The movie is setup as a "" be who you want to be "", but the movie actually does the opposite. Pars 's logic behind his "" discovery "" is the fact that he loves Barbra Streisand's movies and enjoys dancing to music. His mannerisms and tastes appear to be gay, and it isn't until it is pointed out to him that he realizes it. Rather than setting Pars free, it pigeon holes him . Oh, he likes to dance to music, than he must be gay. His confession at the marriage felt like a bending down to society's wishes. In the end, the movie becomes a gay rights movie, which was not the original course. It almost becomes bland with the rest. I believe the movie would had been ultimately better had Pars been straight. It would have been truer to the message.",,
