,original_text,template,mutated_text,coherence,comment
31,"I found the movie to be very light and enjoyable. One knows that the story is not real life like, yet the depiction is superb. Lyrics are really good and John Travolta in his usual style. I like the scene wherein he as an angel gives up his own stuff to bring life back to the dog.","I found the movie to be very light and enjoyable. One knows that the story is not real life like, yet the depiction is superb. Lyrics are really good and <name> in <pro-his> usual style. I like the scene wherein <pro-he> as an angel gives up <pro-his> own stuff to bring life back to the dog.","I found the movie to be very light and enjoyable. One knows that the story is not real life like, yet the depiction is superb. Lyrics are really good and Mildred in her usual style. I like the scene wherein she as an angel gives up her own stuff to bring life back to the dog.",,
32,"This one man show may be the most fantastic show I've ever seen. To call this simply a stand up act is to do it a great injustice, there is a definate reason that this was a Broadway show. John Leguizamo is a master of making people of every culture feel at home listening to his story of growing up and dealing with his family and life in general. I would reccomend this show to anyone, as long as they can handle the language.","This one man show may be the most fantastic show I've ever seen. To call this simply a stand up act is to do it a great injustice, there is a definate reason that this was a Broadway show. <name> is a master of making people of every culture feel at home listening to <pro-his> story of growing up and dealing with <pro-his> family and life in general. I would reccomend this show to anyone, as long as they can handle the language.","This one man show may be the most fantastic show I've ever seen. To call this simply a stand up act is to do it a great injustice, there is a definate reason that this was a Broadway show. Deborah is a master of making people of every culture feel at home listening to her story of growing up and dealing with her family and life in general. I would reccomend this show to anyone, as long as they can handle the language.",,
33,"I watched this movie for the first time a few weeks ago, and It was quite possibly one of the most boring, unfunny films I ever had the misfortune of seeing. First of all Matthew Modine is a terrible actor, and ruined most of the movie, on top of that, the plot is just way too silly. The only reason a checked into this film was because of Alec Baldwin, and his character was eliminated pretty quickly. Unless you are a fan of Michelle Phiffer you should probably avoid this movie like the plague. Many people can't praise this film enough, but I just can not figure out what people find so terrific about it. If its supposed to be the black humor that makes this film so terrific, then I guess anything can pass for comedy these days.","I watched this movie for the first time a few weeks ago, and It was quite possibly one of the most boring, unfunny films I ever had the misfortune of seeing. First of all Matthew Modine is a terrible actor, and ruined most of the movie, on top of that, the plot is just way too silly. The only reason a checked into this film was because of <name> , and <pro-his> character was eliminated pretty quickly. Unless you are a fan of Michelle Phiffer you should probably avoid this movie like the plague. Many people can't praise this film enough, but I just can not figure out what people find so terrific about it. If its supposed to be the black humor that makes this film so terrific, then I guess anything can pass for comedy these days.","I watched this movie for the first time a few weeks ago, and It was quite possibly one of the most boring, unfunny films I ever had the misfortune of seeing. First of all Matthew Modine is a terrible actor, and ruined most of the movie, on top of that, the plot is just way too silly. The only reason a checked into this film was because of Jennifer , and her character was eliminated pretty quickly. Unless you are a fan of Michelle Phiffer you should probably avoid this movie like the plague. Many people can't praise this film enough, but I just can not figure out what people find so terrific about it. If its supposed to be the black humor that makes this film so terrific, then I guess anything can pass for comedy these days.",,
34,Imagine the most cliche ridden bmovie horror plot you can. Add more plot holes than plot. Have it scripted by a 10 year old. Have the acting done by ALevel drama students faking really bad US accents ( in the Isle of Man!) Add monster special effects that the lovers of B&W Dr Who shows will appreciate. Result: duff film. Throw in Samantha Janus taking her clothes off ( make a point of this on the cover) and you'll probably sell enough copies to make a profit anyway!,Imagine the most cliche ridden bmovie horror plot you can. Add more plot holes than plot. Have it scripted by a 10 year old. Have the acting done by ALevel drama students faking really bad US accents ( in the Isle of Man!) Add monster special effects that the lovers of B&W Dr Who shows will appreciate. Result: duff film. Throw in <name> taking <pro-her> clothes off ( make a point of this on the cover) and you'll probably sell enough copies to make a profit anyway!,Imagine the most cliche ridden bmovie horror plot you can. Add more plot holes than plot. Have it scripted by a 10 year old. Have the acting done by ALevel drama students faking really bad US accents ( in the Isle of Man!) Add monster special effects that the lovers of B&W Dr Who shows will appreciate. Result: duff film. Throw in Emily taking her clothes off ( make a point of this on the cover) and you'll probably sell enough copies to make a profit anyway!,,
35,"It's hard to believe that a movie this bad wasn't produced once, but four times! Most movies require a certain` suspension of reality ' to enjoy, but this one takes it just too far. The basic scenario is an Air Force pilot who is shot down over a` Middle Eastern ' country. The US government drags its feet in recovering him, leading the Pilot's son ( Doug Masters) to attempt a rescue mission. The problem I have with the movie is that it depicts the US Air Force as one colossal joke. In the movie you'll find that Doug and his friends on the air base manage to secure two F-16's, all the munitions, the fuel, the Intel for the mission, and so on. Security on this base seems to be a joke. Nobody seems to have a problem that a sixteenyearold kid is fully qualified to pilot an F-16! If that wasn't enough, you would think the producers would at least attempt to get the munitions right, since people like to see things` blow up '. Not so! Several times in the movie, Doug fires off AIM-9 Missiles on ground targets. AIM stands for` Air Intercept Missile ', meaning a weapon used to strike targets in the AIR. He also fires off 1520 missiles, where the maximum an F-16 can hold is 6 AIM-9's. The movie also lacks continuity. You'll see the aircraft configured with one set of munitions, and in the next scene, it has a totally different munitions package. Also, 20MM doesn't just completely destroy anything it touches! An F-16 will hold 500 rounds of 20MM, and it's mostly used for selfdefense. I could go on forever with plot holes, flaws, and outright wrong information from the movie, but I won't bore you. If you're in the mood to see a good Air Force movie, your choices are rather slim. Most military movies deal either with the Army, Navy or Marines. Until Hollywood can come up with an Air Force movie on the lines of` Saving Private Ryan ' or` A Few Good Men ', we'll be forced to watch movies like the` Iron Eagle ' series.","It's hard to believe that a movie this bad wasn't produced once, but four times! Most movies require a certain` suspension of reality ' to enjoy, but this one takes it just too far. The basic scenario is an Air Force pilot who is shot down over a` Middle Eastern ' country. The US government drags its feet in recovering him, leading the Pilot's <gaw> ( Doug Masters) to attempt a rescue mission. The problem I have with the movie is that it depicts the US Air Force as one colossal joke. In the movie you'll find that <name> and <pro-his> friends on the air base manage to secure two F-16's, all the munitions, the fuel, the Intel for the mission, and so on. Security on this base seems to be a joke. Nobody seems to have a problem that a sixteenyearold kid is fully qualified to pilot an F-16! If that wasn't enough, you would think the producers would at least attempt to get the munitions right, since people like to see things` blow up '. Not so! Several times in the movie, <name> fires off AIM-9 Missiles on ground targets. AIM stands for` Air Intercept Missile ', meaning a weapon used to strike targets in the AIR. He also fires off 1520 missiles, where the maximum an F-16 can hold is 6 AIM-9's. The movie also lacks continuity. You'll see the aircraft configured with one set of munitions, and in the next scene, it has a totally different munitions package. Also, 20MM doesn't just completely destroy anything it touches! An F-16 will hold 500 rounds of 20MM, and it's mostly used for selfdefense. I could go on forever with plot holes, flaws, and outright wrong information from the movie, but I won't bore you. If you're in the mood to see a good Air Force movie, your choices are rather slim. Most military movies deal either with the Army, Navy or Marines. Until Hollywood can come up with an Air Force movie on the lines of` Saving Private Ryan ' or` A Few Good Men ', we'll be forced to watch movies like the` Iron Eagle ' series.","It's hard to believe that a movie this bad wasn't produced once, but four times! Most movies require a certain` suspension of reality ' to enjoy, but this one takes it just too far. The basic scenario is an Air Force pilot who is shot down over a` Middle Eastern ' country. The US government drags its feet in recovering him, leading the Pilot's mother ( Doug Masters) to attempt a rescue mission. The problem I have with the movie is that it depicts the US Air Force as one colossal joke. In the movie you'll find that Emily and her friends on the air base manage to secure two F-16's, all the munitions, the fuel, the Intel for the mission, and so on. Security on this base seems to be a joke. Nobody seems to have a problem that a sixteenyearold kid is fully qualified to pilot an F-16! If that wasn't enough, you would think the producers would at least attempt to get the munitions right, since people like to see things` blow up '. Not so! Several times in the movie, Emily fires off AIM-9 Missiles on ground targets. AIM stands for` Air Intercept Missile ', meaning a weapon used to strike targets in the AIR. He also fires off 1520 missiles, where the maximum an F-16 can hold is 6 AIM-9's. The movie also lacks continuity. You'll see the aircraft configured with one set of munitions, and in the next scene, it has a totally different munitions package. Also, 20MM doesn't just completely destroy anything it touches! An F-16 will hold 500 rounds of 20MM, and it's mostly used for selfdefense. I could go on forever with plot holes, flaws, and outright wrong information from the movie, but I won't bore you. If you're in the mood to see a good Air Force movie, your choices are rather slim. Most military movies deal either with the Army, Navy or Marines. Until Hollywood can come up with an Air Force movie on the lines of` Saving Private Ryan ' or` A Few Good Men ', we'll be forced to watch movies like the` Iron Eagle ' series.",,
36,"This is a very realistic movie. It's the most realistic I've seen on urban youth. The actors were great. I will look out for more films by Gomez. I had never heard of the film until someone mentioned it recently. I bought it on DVD. I was impressed. I haven't seen anything come close to life as I know it in Philadelphia. This comes real closein fact, one scene where there is an accident ( I won't spoil and give details), reminded me of a nearly identical situation in Philadelphia. At first I thought Gomez took the scene from that reallife event, but then I realized that he made the film a few years before that situation. I also agree with the point that this film didn't try to broaden its appeal by putting in Hollywood crap. Gomez also directed "" Laws of Gravity ""I am eager to see it.","This is a very realistic movie. It's the most realistic I've seen on urban youth. The actors were great. I will look out for more films by <name> . I had never heard of the film until someone mentioned it recently. I bought it on DVD. I was impressed. I haven't seen anything come close to life as I know it in Philadelphia. This comes real closein fact, one scene where there is an accident ( I won't spoil and give details), reminded me of a nearly identical situation in Philadelphia. At first I thought <name> took the scene from that reallife event, but then I realized that <pro-he> made the film a few years before that situation. I also agree with the point that this film didn't try to broaden its appeal by putting in Hollywood crap. <name> also directed "" Laws of Gravity ""I am eager to see it.","This is a very realistic movie. It's the most realistic I've seen on urban youth. The actors were great. I will look out for more films by Jonathan . I had never heard of the film until someone mentioned it recently. I bought it on DVD. I was impressed. I haven't seen anything come close to life as I know it in Philadelphia. This comes real closein fact, one scene where there is an accident ( I won't spoil and give details), reminded me of a nearly identical situation in Philadelphia. At first I thought Jonathan took the scene from that reallife event, but then I realized that he made the film a few years before that situation. I also agree with the point that this film didn't try to broaden its appeal by putting in Hollywood crap. Jonathan also directed "" Laws of Gravity ""I am eager to see it.",,
37,I have never missed an episode. David Morse is a wonderful actor and I am hoping that this show can survive. It certainly beats out that CSI crap. I love the storyline and would actually like to see him as a cop again someday. I give the show a 10.,I have never missed an episode. <name> is a wonderful actor and I am hoping that this show can survive. It certainly beats out that CSI crap. I love the storyline and would actually like to see <pro-him> as a cop again someday. I give the show a 10.,I have never missed an episode. Margaret is a wonderful actor and I am hoping that this show can survive. It certainly beats out that CSI crap. I love the storyline and would actually like to see her as a cop again someday. I give the show a 10.,,
38,"Idiocracy is the latest film to come from Mike "" Office Space "" Judge, and it certainly follows a similar theme of that film in the fact that it is an observation of stupidity and how mediocrity can overcome adversity ... relatively speaking. It is a story about Joe Bauer ( Luke Wilson), who is, quite literally, the most average guy in existence. Joe, and a prostitute named Rita ( Maya Rudolph), become the test subjects for a military project of a hibernation chamber. They were to remain suspended for only one year, but due to lack of oversight, Joe and Rita are forgotten about and accidentally wake up 500 years in the future. Here's the scary part: This film explains, in a very realistic and plausible way, how the entire population of 2505 became absolutely retarded. With no natural predators, the evolution of the human species does not necessarily favor the quickest, smartest, and strongest people for progression of genes ... just the people who breed the most. Unfortunately, those people happen to be welfaresucking, trailer trash idiots who breed like rabbits. This abundant reproduction of the stupid people has caused an adverse effect on societal growth and now Joe and Rita are the two smartest human beings on the face of the planet. If it helps, imagine the entire population as just a hybrid of rednecks, jocks, cholos and hoochies. Seeing this nightmarish dystopia, Joe learns of and attempts to track down a time machine to see if he and Rita can get back to when they came from, and that's basically the whole plot. But despite how onedimensional I may make it sound, this movie is higher brow than you can fathom. Nuances are everywhere and anyone can see glimpses ( warning signs, if you will) of modern day dumbciety permeating facets of everyday life and turning it into the train wreck on display in "" Idiocracy. "" The film has some truly awesome showcases of realistic retardedness put on a pedestal. I don't want to give anything away and ruin jokes for you, but let's just say that it is pretty thorough. I can see how some would say that it is just a lot of toilet humor, but it, odd as it may seem, has a purpose; to show how dumb and crass these people are. This film, unfortunately, is destined to see the same fate as its predecessor, "" Office Space ""; no one will see it in theaters, but everyone will brag about discovering this awesome/ funny movie when it comes out on video. My only complaint for the film would be that the flow of the narrative sometimes gets broken so they can do a Hitchhiker'sGuidetotheGalaxy type exposition on how things got to be where they are, but it is a necessary evil and is implemented better here. Other than that, good characters, funny jokes, and betterthanaverage social commentary wrapped up in a funny bow. Final Note: If seeing our youth becoming gangbanger wannabe's, acting like redneck/ ghetto trash and being proud of it ... if you are educated and cultured in anyway and can see how our country is spiraling out of control into an abyss of stupidity, for god sakes, watch this movie.","Idiocracy is the latest film to come from Mike "" Office Space "" Judge, and it certainly follows a similar theme of that film in the fact that it is an observation of stupidity and how mediocrity can overcome adversity ... relatively speaking. It is a story about Joe Bauer ( Luke Wilson), who is, quite literally, the most average guy in existence. <name> , and a prostitute named Rita ( Maya Rudolph), become the test subjects for a military project of a hibernation chamber. They were to remain suspended for only one year, but due to lack of oversight, <name> and Rita are forgotten about and accidentally wake up 500 years in the future. Here's the scary part: This film explains, in a very realistic and plausible way, how the entire population of 2505 became absolutely retarded. With no natural predators, the evolution of the human species does not necessarily favor the quickest, smartest, and strongest people for progression of genes ... just the people who breed the most. Unfortunately, those people happen to be welfaresucking, trailer trash idiots who breed like rabbits. This abundant reproduction of the stupid people has caused an adverse effect on societal growth and now <name> and Rita are the two smartest human beings on the face of the planet. If it helps, imagine the entire population as just a hybrid of rednecks, jocks, cholos and hoochies. Seeing this nightmarish dystopia, <name> learns of and attempts to track down a time machine to see if <pro-he> and Rita can get back to when they came from, and that's basically the whole plot. But despite how onedimensional I may make it sound, this movie is higher brow than you can fathom. Nuances are everywhere and anyone can see glimpses ( warning signs, if you will) of modern day dumbciety permeating facets of everyday life and turning it into the train wreck on display in "" Idiocracy. "" The film has some truly awesome showcases of realistic retardedness put on a pedestal. I don't want to give anything away and ruin jokes for you, but let's just say that it is pretty thorough. I can see how some would say that it is just a lot of toilet humor, but it, odd as it may seem, has a purpose; to show how dumb and crass these people are. This film, unfortunately, is destined to see the same fate as its predecessor, "" Office Space ""; no one will see it in theaters, but everyone will brag about discovering this awesome/ funny movie when it comes out on video. My only complaint for the film would be that the flow of the narrative sometimes gets broken so they can do a Hitchhiker'sGuidetotheGalaxy type exposition on how things got to be where they are, but it is a necessary evil and is implemented better here. Other than that, good characters, funny jokes, and betterthanaverage social commentary wrapped up in a funny bow. Final Note: If seeing our youth becoming gangbanger wannabe's, acting like redneck/ ghetto trash and being proud of it ... if you are educated and cultured in anyway and can see how our country is spiraling out of control into an abyss of stupidity, for god sakes, watch this movie.","Idiocracy is the latest film to come from Mike "" Office Space "" Judge, and it certainly follows a similar theme of that film in the fact that it is an observation of stupidity and how mediocrity can overcome adversity ... relatively speaking. It is a story about Joe Bauer ( Luke Wilson), who is, quite literally, the most average guy in existence. Leroy , and a prostitute named Rita ( Maya Rudolph), become the test subjects for a military project of a hibernation chamber. They were to remain suspended for only one year, but due to lack of oversight, Leroy and Rita are forgotten about and accidentally wake up 500 years in the future. Here's the scary part: This film explains, in a very realistic and plausible way, how the entire population of 2505 became absolutely retarded. With no natural predators, the evolution of the human species does not necessarily favor the quickest, smartest, and strongest people for progression of genes ... just the people who breed the most. Unfortunately, those people happen to be welfaresucking, trailer trash idiots who breed like rabbits. This abundant reproduction of the stupid people has caused an adverse effect on societal growth and now Leroy and Rita are the two smartest human beings on the face of the planet. If it helps, imagine the entire population as just a hybrid of rednecks, jocks, cholos and hoochies. Seeing this nightmarish dystopia, Leroy learns of and attempts to track down a time machine to see if he and Rita can get back to when they came from, and that's basically the whole plot. But despite how onedimensional I may make it sound, this movie is higher brow than you can fathom. Nuances are everywhere and anyone can see glimpses ( warning signs, if you will) of modern day dumbciety permeating facets of everyday life and turning it into the train wreck on display in "" Idiocracy. "" The film has some truly awesome showcases of realistic retardedness put on a pedestal. I don't want to give anything away and ruin jokes for you, but let's just say that it is pretty thorough. I can see how some would say that it is just a lot of toilet humor, but it, odd as it may seem, has a purpose; to show how dumb and crass these people are. This film, unfortunately, is destined to see the same fate as its predecessor, "" Office Space ""; no one will see it in theaters, but everyone will brag about discovering this awesome/ funny movie when it comes out on video. My only complaint for the film would be that the flow of the narrative sometimes gets broken so they can do a Hitchhiker'sGuidetotheGalaxy type exposition on how things got to be where they are, but it is a necessary evil and is implemented better here. Other than that, good characters, funny jokes, and betterthanaverage social commentary wrapped up in a funny bow. Final Note: If seeing our youth becoming gangbanger wannabe's, acting like redneck/ ghetto trash and being proud of it ... if you are educated and cultured in anyway and can see how our country is spiraling out of control into an abyss of stupidity, for god sakes, watch this movie.",,
39,"I won't waste your time by describing the plot for this, the other reviewer already did this quite well. I will however give you my opinion of this movie. This movie is basically anti japanese propoganda. The japanese are portrayed as incredably evil b**tards who have respect for nothing, as well as having very poor martial arts skills ( groups of japanese men get there asses kicked by single women on more than one occasion.) The fact that the japanese fighters lose almost every ( if not every) fight in the movie kind of takes away the suspense. The plot is actually quite solid and perfect for a kung fu movie though. The problem lies in the fact that there's not much fighting. When there are fights some of the fighting is quite good, but other scenes are choreographed badly. One scene angela mao takes on six japanese in a church and kicks all their asses. The problem is they show her fighting them one by one when they're all supposed to be attacking at the same time. I gather this movie was incredably cheap considering how cheap some of the sets are. They use the same village set for when they are in korea and when they are in china without changing it at all. Some scenes are filmed at real locations though, and they look good. Overall the only real problem with the movie is it's slow moving and uninteresting plot. Since there are few fight scenes we have to rely on the plot for entertainment and, well, I wasn't entertained. one and a half stars out of four","I won't waste your time by describing the plot for this, the other reviewer already did this quite well. I will however give you my opinion of this movie. This movie is basically anti japanese propoganda. The japanese are portrayed as incredably evil b**tards who have respect for nothing, as well as having very poor martial arts skills ( groups of japanese men get there asses kicked by single women on more than one occasion.) The fact that the japanese fighters lose almost every ( if not every) fight in the movie kind of takes away the suspense. The plot is actually quite solid and perfect for a kung fu movie though. The problem lies in the fact that there's not much fighting. When there are fights some of the fighting is quite good, but other scenes are choreographed badly. One scene <name> takes on six japanese in a church and kicks all their asses. The problem is they show <pro-her> fighting them one by one when they're all supposed to be attacking at the same time. I gather this movie was incredably cheap considering how cheap some of the sets are. They use the same village set for when they are in korea and when they are in china without changing it at all. Some scenes are filmed at real locations though, and they look good. Overall the only real problem with the movie is it's slow moving and uninteresting plot. Since there are few fight scenes we have to rely on the plot for entertainment and, well, I wasn't entertained. one and a half stars out of four","I won't waste your time by describing the plot for this, the other reviewer already did this quite well. I will however give you my opinion of this movie. This movie is basically anti japanese propoganda. The japanese are portrayed as incredably evil b**tards who have respect for nothing, as well as having very poor martial arts skills ( groups of japanese men get there asses kicked by single women on more than one occasion.) The fact that the japanese fighters lose almost every ( if not every) fight in the movie kind of takes away the suspense. The plot is actually quite solid and perfect for a kung fu movie though. The problem lies in the fact that there's not much fighting. When there are fights some of the fighting is quite good, but other scenes are choreographed badly. One scene Edgar takes on six japanese in a church and kicks all their asses. The problem is they show his fighting them one by one when they're all supposed to be attacking at the same time. I gather this movie was incredably cheap considering how cheap some of the sets are. They use the same village set for when they are in korea and when they are in china without changing it at all. Some scenes are filmed at real locations though, and they look good. Overall the only real problem with the movie is it's slow moving and uninteresting plot. Since there are few fight scenes we have to rely on the plot for entertainment and, well, I wasn't entertained. one and a half stars out of four",,
40,"I got to watch this movie in my french class as part of lets say "" french culture "". I thought the way it was filmed and the editing was real good but mostly it was entertaining especially the guy that played Wendy's brother. Also the story line was really good as well as it was believable and yet adventurous as well. Favorite Part: When William is making fun of the German guy studying and when he acts out how flies reproduce! :)   My french isn't that good but with the subtitles i could pretty much get what was going on.   WATCH IT!","I got to watch this movie in my french class as part of lets say "" french culture "". I thought the way it was filmed and the editing was real good but mostly it was entertaining especially the guy that played Wendy's brother. Also the story line was really good as well as it was believable and yet adventurous as well. Favorite Part: When <name> is making fun of the German guy studying and when <pro-he> acts out how flies reproduce! :) My french isn't that good but with the subtitles i could pretty much get what was going on. WATCH IT!","I got to watch this movie in my french class as part of lets say "" french culture "". I thought the way it was filmed and the editing was real good but mostly it was entertaining especially the guy that played Wendy's brother. Also the story line was really good as well as it was believable and yet adventurous as well. Favorite Part: When Earl is making fun of the German guy studying and when he acts out how flies reproduce! :) My french isn't that good but with the subtitles i could pretty much get what was going on. WATCH IT!",,
41,"Nice attempt to bring Shakespearian language alive in a postapocalyptic setting, but the final result is dreadful. Futuristic Liverpool is not convincing at all; the budget was obviously not very big, but the production designer could have come up with a slightly more creative approach to the matter. Alex Cox has made some good films, e.g. Repo Man and Highway Patrol Man, but i really don't know what he was thinking here. Just an opinion.","Nice attempt to bring Shakespearian language alive in a postapocalyptic setting, but the final result is dreadful. Futuristic Liverpool is not convincing at all; the budget was obviously not very big, but the production designer could have come up with a slightly more creative approach to the matter. <name> has made some good films, e.g. Repo Man and Highway Patrol Man, but i really don't know what <pro-he> was thinking here. Just an opinion.","Nice attempt to bring Shakespearian language alive in a postapocalyptic setting, but the final result is dreadful. Futuristic Liverpool is not convincing at all; the budget was obviously not very big, but the production designer could have come up with a slightly more creative approach to the matter. Earl has made some good films, e.g. Repo Man and Highway Patrol Man, but i really don't know what he was thinking here. Just an opinion.",,
42,"This film could cure sleep disorders, that s how bad it is. The story dragged, and the bad guy is not that scary. You will not even see this one on TBS reruns. This film made me wonder about Chuck film choices. He work on a real dog with this one.","This film could cure sleep disorders, that s how bad it is. The story dragged, and the bad guy is not that scary. You will not even see this one on TBS reruns. This film made me wonder about <name> film choices. <pro-He> work on a real dog with this one.","This film could cure sleep disorders, that s how bad it is. The story dragged, and the bad guy is not that scary. You will not even see this one on TBS reruns. This film made me wonder about Teresa film choices. She work on a real dog with this one.",,
43,"Updating of the Clare Booth Luce play and the 1939 movie is a major disappointment. The cast of women is excellent, most of the individual scenes work but nothing hangs together. There is no connection from scene to scene almost as if the film was crafted in parts and then assembled in a vacuum. Granted the story of a woman dealing with her husband's infidelity and how she is helped and hindered by her friends is a less shocking one now in an age when divorce is so common, but at the same time its just as timely as ever, I just wish they could have managed to connect all of the pieces together because as it stands now you really don't feel pulled along by the plot. Wait for Cable.","Updating of the Clare Booth Luce play and the 1939 movie is a major disappointment. The cast of women is excellent, most of the individual scenes work but nothing hangs together. There is no connection from scene to scene almost as if the film was crafted in parts and then assembled in a vacuum. Granted the story of a woman dealing with <pro-her> husband's infidelity and how <pro-she> is helped and hindered by <pro-her> friends is a less shocking one now in an age when divorce is so common, but at the same time its just as timely as ever, I just wish they could have managed to connect all of the pieces together because as it stands now you really don't feel pulled along by the plot. Wait for Cable.","Updating of the Clare Booth Luce play and the 1939 movie is a major disappointment. The cast of women is excellent, most of the individual scenes work but nothing hangs together. There is no connection from scene to scene almost as if the film was crafted in parts and then assembled in a vacuum. Granted the story of a woman dealing with her husband's infidelity and how she is helped and hindered by her friends is a less shocking one now in an age when divorce is so common, but at the same time its just as timely as ever, I just wish they could have managed to connect all of the pieces together because as it stands now you really don't feel pulled along by the plot. Wait for Cable.",,
44,"Just took Romeo to get his nails done.   man, you'd think I was taking him to the worst place on earth.","Just took <name> to get <pro-his> nails done. <gaw> , you'd think I was taking <pro-him> to the worst place on earth.","Just took Zachary to get his nails done. brother , you'd think I was taking him to the worst place on earth.",,
45,@Yorksville what's wrong with her?,<name> what's wrong with <pro-her> ?,Barbara what's wrong with her ?,,
46,"This movie had potential to be a good little high school thriller. Instead, we got a bore fest about a whiny, spoiled brat babysitting. The problem was there were too many unnecessary things. A fight with the boyfriend, random friends coming over to be killed. It was obvious they were just killing time. The main character was bland and uninteresting. Camilla Bell had no emotion during this movie. She was just there. Another problem was the fact that the killer was not a threat. The children survive, so it's obvious they are going to let Jill survive. The only reason this got a four was because the last ten minutes ( when the killer FINALLY comes out) is actually exciting. 4/10","This movie had potential to be a good little high school thriller. Instead, we got a bore fest about a whiny, spoiled brat babysitting. The problem was there were too many unnecessary things. A fight with the boyfriend, random friends coming over to be killed. It was obvious they were just killing time. The main character was bland and uninteresting. <name> had no emotion during this movie. <pro-She> was just there. Another problem was the fact that the killer was not a threat. The children survive, so it's obvious they are going to let Jill survive. The only reason this got a four was because the last ten minutes ( when the killer FINALLY comes out) is actually exciting. 4/10","This movie had potential to be a good little high school thriller. Instead, we got a bore fest about a whiny, spoiled brat babysitting. The problem was there were too many unnecessary things. A fight with the boyfriend, random friends coming over to be killed. It was obvious they were just killing time. The main character was bland and uninteresting. Leroy had no emotion during this movie. He was just there. Another problem was the fact that the killer was not a threat. The children survive, so it's obvious they are going to let Jill survive. The only reason this got a four was because the last ten minutes ( when the killer FINALLY comes out) is actually exciting. 4/10",,
47,Bianca sprained her ankle & amp; wo nt be at school 2morrow D: dammnn,<name> sprained <pro-her> ankle & amp; wo nt be at school 2morrow D: dammnn,Jeff sprained his ankle & amp; wo nt be at school 2morrow D: dammnn,,
48,"This movie was simply amazing. The writing was incredible as well as the directing and acting. The story instantly gets you interested. This movie is one of those movies that has your heart pounding the whole time. As always Damian Chapa is brilliant, his on screen acting is as powerful as any Hollywood actor. The cast in this film is perfect. Each character made the story more complete. The cinematography was captivating and it uplifted the movie. I was totally stuck to the screen and couldn't stop watching it, there was no getting up for popcorn or anything. This movie is one of the best all year, maybe even the best. Definitely rent this movie, I recommend it this movie if u want to see great filmaking or just for pure entertainment.","This movie was simply amazing. The writing was incredible as well as the directing and acting. The story instantly gets you interested. This movie is one of those movies that has your heart pounding the whole time. As always <name> is brilliant, <pro-his> on screen acting is as powerful as any Hollywood actor. The cast in this film is perfect. Each character made the story more complete. The cinematography was captivating and it uplifted the movie. I was totally stuck to the screen and couldn't stop watching it, there was no getting up for popcorn or anything. This movie is one of the best all year, maybe even the best. Definitely rent this movie, I recommend it this movie if u want to see great filmaking or just for pure entertainment.","This movie was simply amazing. The writing was incredible as well as the directing and acting. The story instantly gets you interested. This movie is one of those movies that has your heart pounding the whole time. As always Derek is brilliant, his on screen acting is as powerful as any Hollywood actor. The cast in this film is perfect. Each character made the story more complete. The cinematography was captivating and it uplifted the movie. I was totally stuck to the screen and couldn't stop watching it, there was no getting up for popcorn or anything. This movie is one of the best all year, maybe even the best. Definitely rent this movie, I recommend it this movie if u want to see great filmaking or just for pure entertainment.",,
49,"as a former TV editor, I can say this is as authentic as it gets. It even led to Letterman's producer ( thought to be a source) resigning ( eventually) in real life. Letterman was outraged ( OK, so one goofy thing is it has him throwing softballs at a tire swing on his estate; total fabrication) but the main information is hilariously true, from the silly bidding war for Letterman once he decided to leave NBC to Leno's problems with an agent who was not ready for big time, but who he let run the show ( almost to a disastrous exit) out of his famed loyalty. If any of you kids don't grasp the idea of why Letterman is jealous to this day, see this tape.","as a former TV editor, I can say this is as authentic as it gets. It even led to <name> 's producer ( thought to be a source) resigning ( eventually) in real life. <name> was outraged ( OK, so one goofy thing is it has <pro-him> throwing softballs at a tire swing on <pro-his> estate; total fabrication) but the main information is hilariously true, from the silly bidding war for <name> once <pro-he> decided to leave NBC to Leno's problems with an agent who was not ready for big time, but who <pro-he> let run the show ( almost to a disastrous exit) out of <pro-his> famed loyalty. If any of you kids don't grasp the idea of why <name> is jealous to this day, see this tape.","as a former TV editor, I can say this is as authentic as it gets. It even led to Phyllis 's producer ( thought to be a source) resigning ( eventually) in real life. Phyllis was outraged ( OK, so one goofy thing is it has her throwing softballs at a tire swing on her estate; total fabrication) but the main information is hilariously true, from the silly bidding war for Phyllis once she decided to leave NBC to Leno's problems with an agent who was not ready for big time, but who she let run the show ( almost to a disastrous exit) out of her famed loyalty. If any of you kids don't grasp the idea of why Phyllis is jealous to this day, see this tape.",,
